row_index,model_label,model_name,endpoint_port,prompt_version,ground_truth,ml_lgb_prediction,ml_lgb_probability,llm_prediction,llm_confidence,parse_ok,parse_error
28,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0249529568232982,0,0.85,True,
29,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
30,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
31,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
32,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
33,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.1460187347649092,0,0.2,True,
34,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
35,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
36,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0167182672329199,0,0.2,True,
37,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
38,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
39,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
40,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
41,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.1391424691435931,0,0.85,True,
42,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
43,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0221208814152887,0,0.65,True,
44,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
45,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
46,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
47,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
48,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
49,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.85,True,
50,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.65,True,
51,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
52,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159068157352821,0,0.2,True,
53,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0194941732455687,0,0.2,True,
54,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,1,1,0.6834314262467054,0,0.85,True,
55,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
56,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
57,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,1,1,0.7401236675533011,1,0.85,True,
58,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0168116105309565,0,0.2,True,
59,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
60,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
61,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.6018948819328759,0,0.2,True,
62,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
63,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
64,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
65,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0183928774371474,0,0.2,True,
66,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.65,True,
67,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
68,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
69,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
70,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0862691560357464,0,0.85,True,
71,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.019382199464894,0,0.85,True,
72,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
73,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
74,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
75,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
76,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
77,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
78,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
79,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
80,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2084,True,
81,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
82,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
83,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
84,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
85,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
86,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
87,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.65,True,
88,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
89,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0445086691251727,0,0.85,True,
90,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
91,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
92,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
93,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
94,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0185738120492697,0,0.2,True,
95,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
96,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
97,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
98,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
99,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
100,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
101,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
102,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
103,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
104,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
105,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
106,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.1854358551161143,0,0.85,True,
107,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
108,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
109,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
110,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
111,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.5114958285517927,0,0.85,True,
112,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
113,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
114,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.6410258741876192,0,0.2,True,
115,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0638566465245941,0,0.2,True,
116,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
117,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
118,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,1,0.85,True,
119,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,1,0.85,True,
120,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
121,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
122,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
123,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
124,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
125,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.2,True,
126,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0167182672329199,0,0.2,True,
127,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
128,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
129,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0328103431298333,0,0.85,True,
130,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.85,True,
131,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
132,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
133,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
134,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
135,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
136,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
137,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
138,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,1,1,0.6555214910772164,0,0.85,True,
139,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
140,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
141,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0185161825067621,0,0.2,True,
142,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0182178030424931,0,0.85,True,
143,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
144,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0243334438755953,0,0.85,True,
145,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
146,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
147,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
148,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
149,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
150,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.224,True,
151,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
152,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
153,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
154,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.2796495783927667,0,0.25,True,
155,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
156,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
157,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0179755870369861,0,0.85,True,
158,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
159,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.25,True,
160,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
161,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
162,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2052,True,
163,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
164,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
165,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
166,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
167,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0210362337651462,0,0.2,True,
168,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
169,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
170,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0169196203352024,0,0.2,True,
171,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.202,True,
172,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0167182672329199,0,0.2,True,
173,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0166700852494529,0,0.2,True,
174,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
175,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0173477420599839,0,0.85,True,
176,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.1094162462997075,0,0.2,True,
177,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.2,True,
178,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
179,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.25,True,
180,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
181,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0174482412450147,0,0.25,True,
182,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.5335916402570166,0,0.2,True,
183,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0167303721577224,0,0.2,True,
184,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
185,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,1,0.7195223296943453,1,0.85,True,
186,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.133377610076136,0,0.2,True,
187,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
188,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
189,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0281257360673852,0,0.65,True,
190,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
191,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
192,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0172170413144678,0,0.2,True,
193,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
194,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
195,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.1077103101867045,0,0.85,True,
196,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
197,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
198,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
199,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
200,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.4777482465299377,0,0.25,True,
201,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
202,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.246,True,
203,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0167182672329199,0,0.2,True,
204,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
205,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
206,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
207,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0170038190489558,0,0.2,True,
208,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
209,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.25,True,
210,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0179755870369861,0,0.85,True,
211,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
212,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0184902693106732,1,0.85,True,
213,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
214,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
215,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0185665570170269,0,0.2,True,
216,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
217,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159068157352821,0,0.85,True,
218,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
219,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
220,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
221,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0225251116965585,0,0.2,True,
222,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
223,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
224,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.85,True,
225,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,1,1,0.6587330731181233,0,0.2,True,
226,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
227,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
228,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.4620712590927505,0,0.2,True,
229,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2,True,
230,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0222205031129297,0,0.85,True,
231,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0159805845857227,0,0.2176,True,
232,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0160833426241766,0,0.2,True,
233,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,v1,0,0,0.0167182672329199,0,0.2,True,
