row_index,model_label,model_name,endpoint_port,prompt_version,ground_truth,ml_lgb_prediction,ml_lgb_probability,llm_prediction,llm_confidence,parse_ok,parse_error
63,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
64,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
65,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0183928774371474,0,0.0,True,
66,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
67,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
68,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
69,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
70,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0862691560357464,0,0.0,True,
71,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.019382199464894,1,0.85,True,
72,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
73,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
74,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
75,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
76,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
77,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
78,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
79,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
80,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
81,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
82,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
83,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
84,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
85,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
86,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
87,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
88,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
89,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0445086691251727,1,0.85,True,
90,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.95,True,
91,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
92,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
93,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
94,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0185738120492697,0,0.0,True,
95,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
96,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
97,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
98,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
99,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
100,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
101,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
102,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
103,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
104,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
105,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
106,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.1854358551161143,1,0.85,True,
107,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
108,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
109,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
110,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
111,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.5114958285517927,1,0.75,True,
112,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
113,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
114,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.6410258741876192,0,0.0,True,
115,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0638566465245941,0,0.0,True,
116,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
117,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
118,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
119,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
120,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
121,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
122,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
123,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
124,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
125,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0174482412450147,0,0.0,True,
126,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0167182672329199,0,0.0,True,
127,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
128,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
129,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0328103431298333,1,0.85,True,
130,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0174482412450147,1,0.85,True,
131,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
132,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
133,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
134,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.95,True,
135,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
136,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
137,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
138,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,1,1,0.6555214910772164,1,0.85,True,
139,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
140,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
141,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0185161825067621,0,0.0,True,
142,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0182178030424931,0,0.0,True,
143,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
144,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0243334438755953,0,0.0,True,
145,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
146,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
147,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
148,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
149,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.95,True,
150,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
151,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
152,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
153,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
154,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.2796495783927667,0,0.0,True,
155,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.95,True,
156,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
157,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0179755870369861,0,0.0,True,
158,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
159,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0174482412450147,1,0.85,True,
160,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
161,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
162,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
163,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
164,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
165,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
166,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
167,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0210362337651462,0,0.0,True,
168,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
169,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
170,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0169196203352024,0,0.0,True,
171,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
172,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0167182672329199,0,0.0,True,
173,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0166700852494529,0,0.0,True,
174,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
175,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0173477420599839,1,0.85,True,
176,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.1094162462997075,0,0.0,True,
177,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0174482412450147,1,0.85,True,
178,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
179,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0174482412450147,0,0.0,True,
180,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
181,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0174482412450147,0,0.0,True,
182,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.5335916402570166,0,0.0,True,
183,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0167303721577224,0,0.0,True,
184,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.95,True,
185,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,1,0.7195223296943453,1,0.85,True,
186,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.133377610076136,0,0.0,True,
187,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
188,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
189,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0281257360673852,0,0.0,True,
190,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
191,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
192,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0172170413144678,0,0.0,True,
193,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
194,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
195,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.1077103101867045,0,0.0,True,
196,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
197,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
198,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
199,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
200,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.4777482465299377,1,0.85,True,
201,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
202,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
203,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0167182672329199,0,0.0,True,
204,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
205,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
206,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
207,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0170038190489558,0,0.0,True,
208,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
209,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
210,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0179755870369861,1,0.85,True,
211,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
212,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0184902693106732,1,0.85,True,
213,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
214,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
215,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0185665570170269,0,0.0,True,
216,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
217,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159068157352821,1,0.85,True,
218,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
219,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
220,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
221,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0225251116965585,0,0.0,True,
222,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
223,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
224,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,1,0.85,True,
225,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,1,1,0.6587330731181233,0,0.0,True,
226,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
227,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
228,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.4620712590927505,0,0.0,True,
229,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
230,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0222205031129297,0,0.0,True,
231,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
232,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0160833426241766,0,0.0,True,
233,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0167182672329199,0,0.0,True,
234,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
235,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
236,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
237,phi-mini-moe-instruct,Phi-mini-MoE-instruct,8001,v1,0,0,0.0159805845857227,0,0.0,True,
