row_id,test_index,model_label,prompt_version,ground_truth,parsed_prediction,valid_flag,parse_error
139062,130,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139063,131,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139064,132,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139065,133,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139066,134,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139067,135,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139068,136,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139069,137,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139070,138,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139071,139,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139072,140,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139073,141,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139074,142,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139075,143,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139076,144,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139077,145,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139078,146,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139079,147,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139080,148,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139081,149,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139082,150,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139083,151,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139084,152,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139085,153,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139086,154,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139087,155,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139088,156,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139089,157,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139090,158,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139091,159,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139092,160,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139093,161,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139094,162,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139095,163,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139096,164,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139097,165,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139098,166,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139099,167,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139100,168,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139101,169,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139102,170,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139103,171,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139104,172,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139105,173,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139106,174,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139107,175,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139108,176,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139109,177,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139110,178,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139111,179,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139112,180,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139113,181,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139114,182,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139115,183,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139116,184,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139117,185,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139118,186,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139119,187,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139120,188,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139121,189,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139122,190,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139123,191,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139124,192,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139125,193,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139126,194,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139127,195,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139128,196,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139129,197,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139130,198,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139131,199,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139132,200,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139133,201,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139134,202,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139135,203,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139136,204,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139137,205,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139138,206,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139139,207,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139140,208,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139141,209,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139142,210,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139143,211,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139144,212,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139145,213,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139146,214,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139147,215,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139148,216,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139149,217,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139150,218,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139151,219,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139152,220,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139153,221,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139154,222,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139155,223,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139156,224,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139157,225,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139158,226,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139159,227,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139160,228,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139161,229,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139162,230,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139163,231,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139164,232,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139165,233,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139166,234,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139167,235,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139168,236,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139169,237,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139170,238,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139171,239,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139172,240,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139173,241,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139174,242,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139175,243,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139176,244,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139177,245,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139178,246,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139179,247,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139180,248,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139181,249,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139182,250,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139183,251,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139184,252,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139185,253,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139186,254,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139187,255,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139188,256,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139189,257,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139190,258,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139191,259,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139192,260,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139193,261,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139194,262,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139195,263,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139196,264,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139197,265,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139198,266,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139199,267,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139200,268,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139201,269,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139202,270,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139203,271,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139204,272,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139205,273,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139206,274,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139207,275,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139208,276,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139209,277,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139210,278,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139211,279,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139212,280,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139213,281,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139214,282,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139215,283,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139216,284,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139217,285,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139218,286,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139219,287,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139220,288,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139221,289,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139222,290,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139223,291,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139224,292,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139225,293,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139226,294,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139227,295,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139228,296,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139229,297,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139230,298,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139231,299,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139232,300,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139233,301,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139234,302,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139235,303,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139236,304,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139237,305,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139238,306,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139239,307,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139240,308,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139241,309,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139242,310,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139243,311,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139244,312,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139245,313,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139246,314,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139247,315,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139248,316,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139249,317,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139250,318,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139251,319,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139252,320,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139253,321,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139254,322,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139255,323,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139256,324,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139257,325,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139258,326,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139259,327,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139260,328,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139261,329,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139262,330,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139263,331,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139264,332,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139265,333,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139266,334,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139267,335,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139268,336,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139269,337,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139270,338,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139271,339,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139272,340,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139273,341,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139274,342,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139275,343,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139276,344,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139277,345,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139278,346,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139279,347,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139280,348,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139281,349,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139282,350,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139283,351,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139284,352,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139285,353,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139286,354,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139287,355,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139288,356,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139289,357,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139290,358,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139291,359,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139292,360,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139293,361,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139294,362,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139295,363,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139296,364,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139297,365,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139298,366,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139299,367,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139300,368,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139301,369,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139302,370,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139303,371,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139304,372,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139305,373,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139306,374,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139307,375,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139308,376,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139309,377,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139310,378,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139311,379,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139312,380,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139313,381,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139314,382,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139315,383,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139316,384,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139317,385,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139318,386,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139319,387,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139320,388,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139321,389,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139322,390,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139323,391,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139324,392,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139325,393,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139326,394,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139327,395,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139328,396,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139329,397,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139330,398,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139331,399,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139332,400,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139333,401,phi-mini-moe-instruct,zero_shot_v2,1,1,True,
139334,402,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139335,403,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139336,404,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139337,405,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139338,406,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139339,407,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
139340,408,phi-mini-moe-instruct,zero_shot_v2,0,1,True,
