row_id,test_index,model_label,model_name,endpoint_port,prompt_version,ground_truth,raw_response
138959,27,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138960,28,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138961,29,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138962,30,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138963,31,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138964,32,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138965,33,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138966,34,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138967,35,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138968,36,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138969,37,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138970,38,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138971,39,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138972,40,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138973,41,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138974,42,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138975,43,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138976,44,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138977,45,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138978,46,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138979,47,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138980,48,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138981,49,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138982,50,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138983,51,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138984,52,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138985,53,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138986,54,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138987,55,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138988,56,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138989,57,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138990,58,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138991,59,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138992,60,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138993,61,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
138994,62,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 0}"
138995,63,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138996,64,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138997,65,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138998,66,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
138999,67,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139000,68,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139001,69,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139002,70,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139003,71,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139004,72,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139005,73,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139006,74,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139007,75,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139008,76,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139009,77,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139010,78,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139011,79,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139012,80,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139013,81,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139014,82,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139015,83,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139016,84,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139017,85,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 0}"
139018,86,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139019,87,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139020,88,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139021,89,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139022,90,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139023,91,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139024,92,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139025,93,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139026,94,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139027,95,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139028,96,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139029,97,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139030,98,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139031,99,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139032,100,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139033,101,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139034,102,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139035,103,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139036,104,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139037,105,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139038,106,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139039,107,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139040,108,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139041,109,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139042,110,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139043,111,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139044,112,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139045,113,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139046,114,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139047,115,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139048,116,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139049,117,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139050,118,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139051,119,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139052,120,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139053,121,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139054,122,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139055,123,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139056,124,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139057,125,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139058,126,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139059,127,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139060,128,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139061,129,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139062,130,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139063,131,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139064,132,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139065,133,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139066,134,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139067,135,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139068,136,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139069,137,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139070,138,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139071,139,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139072,140,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139073,141,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139074,142,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139075,143,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139076,144,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139077,145,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139078,146,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139079,147,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139080,148,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139081,149,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139082,150,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139083,151,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139084,152,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139085,153,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139086,154,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139087,155,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139088,156,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139089,157,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139090,158,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139091,159,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139092,160,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139093,161,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139094,162,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139095,163,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139096,164,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139097,165,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139098,166,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139099,167,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139100,168,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139101,169,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139102,170,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139103,171,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139104,172,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139105,173,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139106,174,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139107,175,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139108,176,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139109,177,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139110,178,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139111,179,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139112,180,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139113,181,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139114,182,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139115,183,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139116,184,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139117,185,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139118,186,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139119,187,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139120,188,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139121,189,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139122,190,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139123,191,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139124,192,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139125,193,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139126,194,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139127,195,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139128,196,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139129,197,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139130,198,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139131,199,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139132,200,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139133,201,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139134,202,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139135,203,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139136,204,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139137,205,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139138,206,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139139,207,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139140,208,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139141,209,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139142,210,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139143,211,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139144,212,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139145,213,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139146,214,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139147,215,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139148,216,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139149,217,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139150,218,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139151,219,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139152,220,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139153,221,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139154,222,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139155,223,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139156,224,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139157,225,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,1,"{""prediction"": 1}"
139158,226,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
139159,227,phi-3.5-mini-instruct,Phi-3.5-mini-instruct,8000,zero_shot_v2,0,"{""prediction"": 1}"
