sample_id,text,label,confidence,pattern,edge_weight_mean,edge_weight_std,active_edges
11,"Network snapshot 10: Edge weight analysis (mean=-0.120, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11979459971189499,0.0,0
12,"Network snapshot 11: Edge weight analysis (mean=-0.457, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.27). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.45724213123321533,0.0,0
13,"Network snapshot 12: Edge weight analysis (mean=-0.147, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1474727988243103,0.0,0
14,"Network snapshot 13: Edge weight analysis (mean=-0.163, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16307617723941803,0.0,0
15,"Network snapshot 14: Edge weight analysis (mean=-0.164, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16358183324337006,0.0,0
16,"Network snapshot 15: Edge weight analysis (mean=-0.163, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16265085339546204,0.0,0
17,"Network snapshot 16: Edge weight analysis (mean=-11.489, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-11.488595962524414,0.0,0
18,"Network snapshot 17: Edge weight analysis (mean=-13.359, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-13.3594970703125,0.0,0
19,"Network snapshot 18: Edge weight analysis (mean=-4.507, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.78, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-4.507449150085449,0.0,0
20,"Network snapshot 19: Edge weight analysis (mean=-6.997, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-6.996691703796387,0.0,0
21,"Network snapshot 20: Edge weight analysis (mean=-0.313, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.34). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.3130084276199341,0.0,0
22,"Network snapshot 21: Edge weight analysis (mean=-1.096, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-1.0957688093185425,0.0,0
23,"Network snapshot 22: Edge weight analysis (mean=-1.189, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.76. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-1.188597559928894,0.0,0
24,"Network snapshot 23: Edge weight analysis (mean=-2.029, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-0.27, injection_pressure=-1.74. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-2.028829336166382,0.0,0
25,"Network snapshot 24: Edge weight analysis (mean=-0.849, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.08). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.8493801355361938,0.0,0
26,"Network snapshot 25: Edge weight analysis (mean=-0.786, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.11). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.48, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.7859627604484558,0.0,0
27,"Network snapshot 26: Edge weight analysis (mean=-0.192, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.40). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.77. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.19180838763713837,0.0,0
28,"Network snapshot 27: Edge weight analysis (mean=-0.412, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.29). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.59. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.41238415241241455,0.0,0
29,"Network snapshot 28: Edge weight analysis (mean=-0.172, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.41). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.42. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.17226582765579224,0.0,0
30,"Network snapshot 29: Edge weight analysis (mean=-0.190, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.41). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.36. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.18961933255195618,0.0,0
31,"Network snapshot 30: Edge weight analysis (mean=-0.162, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.34. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16185355186462402,0.0,0
32,"Network snapshot 31: Edge weight analysis (mean=-0.163, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.33. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1633589267730713,0.0,0
33,"Network snapshot 32: Edge weight analysis (mean=-0.153, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.34. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15283237397670746,0.0,0
34,"Network snapshot 33: Edge weight analysis (mean=-0.151, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.35. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15115754306316376,0.0,0
35,"Network snapshot 34: Edge weight analysis (mean=-0.151, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.37. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15106713771820068,0.0,0
36,"Network snapshot 35: Edge weight analysis (mean=-0.145, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.38. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.14489108324050903,0.0,0
37,"Network snapshot 36: Edge weight analysis (mean=-0.159, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.40. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15864305198192596,0.0,0
38,"Network snapshot 37: Edge weight analysis (mean=-4.930, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.41. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-4.929656982421875,0.0,0
39,"Network snapshot 38: Edge weight analysis (mean=-1.556, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.43. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-1.555727243423462,0.0,0
40,"Network snapshot 39: Edge weight analysis (mean=-0.159, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-1.77, injection_pressure=-1.44. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15933296084403992,0.0,0
41,"Network snapshot 40: Edge weight analysis (mean=-0.146, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-0.88, injection_pressure=-1.58. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1464463174343109,0.0,0
42,"Network snapshot 41: Edge weight analysis (mean=-0.150, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1502407193183899,0.0,0
43,"Network snapshot 42: Edge weight analysis (mean=-36.906, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-36.90560531616211,0.0,0
44,"Network snapshot 43: Edge weight analysis (mean=-1.323, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=-0.09, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-1.3228745460510254,0.0,0
45,"Network snapshot 44: Edge weight analysis (mean=-0.204, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.40). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.63, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.20355886220932007,0.0,0
46,"Network snapshot 45: Edge weight analysis (mean=-0.081, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.08081626147031784,0.0,0
47,"Network snapshot 46: Edge weight analysis (mean=-0.422, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.29). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.4223986864089966,0.0,0
48,"Network snapshot 47: Edge weight analysis (mean=-0.174, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.41). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.17364051938056946,0.0,0
49,"Network snapshot 48: Edge weight analysis (mean=-0.138, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.65. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1382918506860733,0.0,0
50,"Network snapshot 49: Edge weight analysis (mean=-0.165, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.70. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1646614521741867,0.0,0
51,"Network snapshot 50: Edge weight analysis (mean=-0.166, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16623973846435547,0.0,0
52,"Network snapshot 51: Edge weight analysis (mean=-0.155, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15483824908733368,0.0,0
53,"Network snapshot 52: Edge weight analysis (mean=-0.140, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-1.78. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.13980695605278015,0.0,0
54,"Network snapshot 53: Edge weight analysis (mean=-0.174, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.41). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.43. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.17397823929786682,0.0,0
55,"Network snapshot 54: Edge weight analysis (mean=-0.138, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.13844092190265656,0.0,0
56,"Network snapshot 55: Edge weight analysis (mean=-45.472, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-45.47222900390625,0.0,0
57,"Network snapshot 56: Edge weight analysis (mean=-0.144, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.14357811212539673,0.0,0
58,"Network snapshot 57: Edge weight analysis (mean=-0.133, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.13349825143814087,0.0,0
59,"Network snapshot 58: Edge weight analysis (mean=-0.121, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.12122774869203568,0.0,0
60,"Network snapshot 59: Edge weight analysis (mean=-0.531, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.23). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.53065025806427,0.0,0
61,"Network snapshot 60: Edge weight analysis (mean=-0.149, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1485065072774887,0.0,0
62,"Network snapshot 61: Edge weight analysis (mean=-0.136, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1355564445257187,0.0,0
63,"Network snapshot 62: Edge weight analysis (mean=-0.730, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.13). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.7301788330078125,0.0,0
64,"Network snapshot 63: Edge weight analysis (mean=-0.219, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.39). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.21889185905456543,0.0,0
65,"Network snapshot 64: Edge weight analysis (mean=-4.492, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=-0.19. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-4.49173641204834,0.0,0
